2025-07-02 10:09:17.783 [main] INFO  com.datacenter.extract.ExtractServiceApplication - Starting ExtractServiceApplication using Java 17.0.6 with PID 66761 (/Users/admin/workspace/AGENT/extract-service/target/classes started by admin in /Users/admin/workspace/AGENT/extract-service)
2025-07-02 10:11:56.348 [ForkJoinPool.commonPool-worker-4] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:11:56.348 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 28 字符
2025-07-02 10:11:56.348 [ForkJoinPool.commonPool-worker-2] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:11:56.348 [ForkJoinPool.commonPool-worker-1] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:11:56.348 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 28 字符
2025-07-02 10:11:56.348 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:11:56.349 [ForkJoinPool.commonPool-worker-10] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:11:56.349 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 28 字符
2025-07-02 10:11:56.349 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:11:56.349 [ForkJoinPool.commonPool-worker-5] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:11:56.349 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 28 字符
2025-07-02 10:11:56.349 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:11:56.348 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:11:56.360 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 开始AI调用 - 类型: celebrity, 文本长度: 28, 可用许可证: 4
2025-07-02 10:11:56.360 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.AIModelCaller - 🎭 开发模式：返回模拟AI响应
2025-07-02 10:11:56.360 [ForkJoinPool.commonPool-worker-5] WARN  com.datacenter.extract.service.AIModelCaller - 🔄 启用降级响应模式，类型: celebrity
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 开始AI调用 - 类型: celebrity, 文本长度: 28, 可用许可证: 3
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.AIModelCaller - 🎭 开发模式：返回模拟AI响应
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-2] WARN  com.datacenter.extract.service.AIModelCaller - 🔄 启用降级响应模式，类型: celebrity
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 开始AI调用 - 类型: celebrity, 文本长度: 28, 可用许可证: 2
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.AIModelCaller - 🎭 开发模式：返回模拟AI响应
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 开始AI调用 - 类型: celebrity, 文本长度: 28, 可用许可证: 1
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-10] WARN  com.datacenter.extract.service.AIModelCaller - 🔄 启用降级响应模式，类型: celebrity
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.AIModelCaller - 🎭 开发模式：返回模拟AI响应
2025-07-02 10:11:56.361 [ForkJoinPool.commonPool-worker-4] WARN  com.datacenter.extract.service.AIModelCaller - 🔄 启用降级响应模式，类型: celebrity
2025-07-02 10:11:56.362 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 28，处理模式: 直接处理
2025-07-02 10:11:56.362 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 28，处理模式: 直接处理
2025-07-02 10:11:56.362 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:11:56.362 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:11:56.362 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 28，处理模式: 直接处理
2025-07-02 10:11:56.362 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-10] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 测试并发请求1 - 张三是软件工程师，擅长Java开发。, 数量: 0
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-10] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-2] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 测试并发请求4 - 张三是软件工程师，擅长Java开发。, 数量: 0
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-2] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-5] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 测试并发请求0 - 张三是软件工程师，擅长Java开发。, 数量: 0
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-5] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-10] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-2] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:11:56.363 [ForkJoinPool.commonPool-worker-5] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:11:56.364 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 28，处理模式: 直接处理
2025-07-02 10:11:56.364 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:11:56.365 [ForkJoinPool.commonPool-worker-4] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 测试并发请求2 - 张三是软件工程师，擅长Java开发。, 数量: 0
2025-07-02 10:11:56.365 [ForkJoinPool.commonPool-worker-4] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:11:56.365 [ForkJoinPool.commonPool-worker-10] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101156.json
2025-07-02 10:11:56.365 [ForkJoinPool.commonPool-worker-5] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101156.json
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-2] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101156.json
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.SmartAIProvider - 🚀 开始AI提取，文本长度: 28 字符
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.SmartAIProvider - 📝 短文本，使用直接处理模式
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-4] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-2] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-2] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:11:56.366 [ForkJoinPool.commonPool-worker-5] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:11:56.367 [ForkJoinPool.commonPool-worker-5] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:11:56.367 [ForkJoinPool.commonPool-worker-10] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:11:56.367 [ForkJoinPool.commonPool-worker-10] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:11:56.368 [ForkJoinPool.commonPool-worker-4] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101156.json
2025-07-02 10:11:56.368 [ForkJoinPool.commonPool-worker-4] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:11:56.368 [ForkJoinPool.commonPool-worker-4] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:11:56.368 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.AIModelCaller - 🎯 开始AI调用 - 类型: celebrity, 文本长度: 28, 可用许可证: 4
2025-07-02 10:11:56.368 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.AIModelCaller - 🎭 开发模式：返回模拟AI响应
2025-07-02 10:11:56.368 [ForkJoinPool.commonPool-worker-1] WARN  com.datacenter.extract.service.AIModelCaller - 🔄 启用降级响应模式，类型: celebrity
2025-07-02 10:11:56.369 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.SmartAIProvider - ✅ AI提取成功，文本长度: 28，处理模式: 直接处理
2025-07-02 10:11:56.369 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 开始知识图谱增强处理 - 类型: celebrity
2025-07-02 10:11:56.369 [ForkJoinPool.commonPool-worker-1] INFO  c.d.extract.service.EntityDisambiguationService - 🎯 开始实体消歧义 - 类型: 测试并发请求3 - 张三是软件工程师，擅长Java开发。, 数量: 0
2025-07-02 10:11:56.369 [ForkJoinPool.commonPool-worker-1] INFO  c.d.extract.service.EntityDisambiguationService - ✅ 实体消歧义完成 - 融合: 0, 新增: 0
2025-07-02 10:11:56.369 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.SmartAIProvider - 🔗 知识图谱增强处理完成
2025-07-02 10:11:56.369 [ForkJoinPool.commonPool-worker-1] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:11:56.370 [ForkJoinPool.commonPool-worker-1] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101156.json
2025-07-02 10:11:56.371 [ForkJoinPool.commonPool-worker-1] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:11:56.371 [ForkJoinPool.commonPool-worker-1] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:15:53.860 [main] INFO  com.datacenter.extract.ExtractServiceApplication - Starting ExtractServiceApplication using Java 17.0.6 with PID 72343 (/Users/admin/workspace/AGENT/extract-service/target/classes started by admin in /Users/admin/workspace/AGENT/extract-service)
2025-07-02 10:15:53.863 [main] INFO  com.datacenter.extract.ExtractServiceApplication - The following 1 profile is active: "default"
2025-07-02 10:15:55.808 [main] INFO  com.datacenter.extract.config.RedisConfig - 🚀 Redis缓存配置完成 - Key前缀: extract:v4:
2025-07-02 10:15:55.830 [main] INFO  com.datacenter.extract.service.CacheService - 🚀 CacheService初始化完成 - Redis: 启用
2025-07-02 10:15:55.832 [main] INFO  com.datacenter.extract.service.TemplateManager - 🚀 TemplateManager v4.0 初始化完成 - 集成Redis缓存
2025-07-02 10:15:55.834 [main] WARN  com.datacenter.extract.service.AIModelCaller - ⚠️  检测到开发模式，将使用模拟AI响应，不进行真实API调用
2025-07-02 10:15:55.835 [main] WARN  com.datacenter.extract.service.AIModelCaller - ⚠️  如需使用真实AI服务，请配置有效的DEEPSEEK_API_KEY环境变量
2025-07-02 10:15:55.835 [main] INFO  com.datacenter.extract.service.AIModelCaller - 🚀 AIModelCaller初始化完成，模式: 开发模式(模拟)，支持模板类型: celebrity, celebritycelebrity, work, event, triples
2025-07-02 10:15:55.837 [main] INFO  c.d.extract.service.QualityAssessmentService - 🔬 QualityAssessmentService初始化完成 - 支持知识图谱质量评估
2025-07-02 10:15:55.840 [main] INFO  c.d.extract.service.EntityValidationService - 🔍 EntityValidationService初始化完成 - 支持实体验证和标准化
2025-07-02 10:15:55.868 [main] INFO  c.d.extract.service.EntityValidationService - ✅ 实体验证配置加载完成 - 支持7种实体类型
2025-07-02 10:15:55.872 [main] INFO  c.d.extract.service.EntityDisambiguationService - 🔍 EntityDisambiguationService初始化完成 - 支持实体消歧义和知识融合
2025-07-02 10:15:55.876 [main] INFO  c.d.extract.service.RelationValidationService - 🔗 RelationValidationService初始化完成 - 支持关系消歧义和验证
2025-07-02 10:15:55.890 [main] INFO  c.d.extract.service.RelationValidationService - ✅ 关系验证配置加载完成 - 支持6种关系类型
2025-07-02 10:15:55.892 [main] INFO  com.datacenter.extract.service.LongTextProcessor - LongTextProcessor v4.0 initialized with template management and file output
2025-07-02 10:15:55.894 [main] INFO  com.datacenter.extract.service.SmartAIProvider - 🤖 SmartAIProvider初始化完成 - 支持智能策略选择和知识图谱增强
2025-07-02 10:15:55.897 [main] INFO  c.d.extract.service.FileBasedProcessingService - 🗂️ FileBasedProcessingService初始化完成，支持类型: celebrity, celebritycelebrity, work, event, triples
2025-07-02 10:15:55.899 [main] INFO  c.d.extract.service.OptimizedBusinessService - 🚀 OptimizedBusinessService v4.0增强版初始化完成 - 集成知识图谱业务逻辑 (实体消歧义、关系验证、质量评估)
2025-07-02 10:15:55.900 [main] INFO  c.datacenter.extract.service.TextExtractionService - 🚀 TextExtractionService v5.0初始化完成 - 基于文件系统的智能提取服务，支持消歧义处理
2025-07-02 10:15:55.926 [main] INFO  com.datacenter.extract.service.ExtractMcpService - 🚀 ExtractMcpService初始化完成 - 独立同步文本提取服务
2025-07-02 10:15:55.928 [main] INFO  c.d.extract.controller.AsyncExtractController - 🚀 AsyncExtractController v4.0初始化完成 - 基于文件系统的智能提取API
2025-07-02 10:15:55.931 [main] INFO  com.datacenter.extract.controller.CacheController - 🚀 CacheController初始化完成
2025-07-02 10:15:56.387 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 3 endpoint(s) beneath base path '/actuator'
2025-07-02 10:15:58.866 [main] WARN  o.s.b.w.r.c.AnnotationConfigReactiveWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'
2025-07-02 10:15:58.900 [main] INFO  o.s.b.a.logging.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-07-02 10:15:58.910 [main] ERROR o.s.b.diagnostics.LoggingFailureAnalysisReporter - 

***************************
APPLICATION FAILED TO START
***************************

Description:

Web server failed to start. Port 2701 was already in use.

Action:

Identify and stop the process that's listening on port 2701 or configure this application to listen on another port.

2025-07-02 10:17:15.500 [reactor-http-nio-4] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: standard, 文本长度: 10
2025-07-02 10:17:15.500 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:17:15.500 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:17:15.503 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101715.json
2025-07-02 10:17:15.504 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.504 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:17:15.508 [reactor-http-nio-5] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: standard, 文本长度: 29
2025-07-02 10:17:15.508 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:17:15.508 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:17:15.509 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101715.json
2025-07-02 10:17:15.510 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.510 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:17:15.517 [reactor-http-nio-6] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: standard, 文本长度: 37
2025-07-02 10:17:15.517 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:17:15.517 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:17:15.519 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101715.json
2025-07-02 10:17:15.519 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.519 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:17:15.526 [reactor-http-nio-7] INFO  c.d.extract.controller.AsyncExtractController - 📝 收到提取请求 - 类型: celebrity, KG模式: standard, 文本长度: 25
2025-07-02 10:17:15.526 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🎯 开始异步文本提取 - 类型: celebrity, KG模式: standard, 数量: 1
2025-07-02 10:17:15.526 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: celebrity, 数据长度: 217
2025-07-02 10:17:15.527 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_celebrity_20250702_101715.json
2025-07-02 10:17:15.527 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.527 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 异步文本提取完成 - 成功: 1, 失败: 0, 保存: 成功
2025-07-02 10:17:15.534 [reactor-http-nio-8] INFO  c.d.extract.controller.AsyncExtractController - 🔍 收到消歧义处理请求 - TaskId: d2b2f5e4-5ddc-487d-821c-7262dde42668, 类型: triples, 模式: full, 文本长度: 117
2025-07-02 10:17:15.534 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🔍 开始实体关系消歧义处理 - TaskId: d2b2f5e4-5ddc-487d-821c-7262dde42668, 类型: triples, 模式: full, 文本长度: 117
2025-07-02 10:17:15.535 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: triples_disambiguated, 数据长度: 430
2025-07-02 10:17:15.535 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_triples_disambiguated.json
2025-07-02 10:17:15.536 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_triples_disambiguated_20250702_101715.json
2025-07-02 10:17:15.537 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.537 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 实体关系消歧义处理完成 - TaskId: d2b2f5e4-5ddc-487d-821c-7262dde42668, 保存: 成功
2025-07-02 10:17:15.541 [reactor-http-nio-9] INFO  c.d.extract.controller.AsyncExtractController - 🔍 收到消歧义处理请求 - TaskId: dc95718b-a400-4adb-91e8-02861db68c20, 类型: triples, 模式: full, 文本长度: 106
2025-07-02 10:17:15.542 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🔍 开始实体关系消歧义处理 - TaskId: dc95718b-a400-4adb-91e8-02861db68c20, 类型: triples, 模式: full, 文本长度: 106
2025-07-02 10:17:15.542 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: triples_disambiguated, 数据长度: 430
2025-07-02 10:17:15.542 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_triples_disambiguated.json
2025-07-02 10:17:15.542 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_triples_disambiguated_20250702_101715.json
2025-07-02 10:17:15.543 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.543 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 实体关系消歧义处理完成 - TaskId: dc95718b-a400-4adb-91e8-02861db68c20, 保存: 成功
2025-07-02 10:17:15.548 [reactor-http-nio-10] INFO  c.d.extract.controller.AsyncExtractController - 🔍 收到消歧义处理请求 - TaskId: 27fd22e6-0a42-4aa4-b5c3-1ed9b4c04665, 类型: triples, 模式: full, 文本长度: 82
2025-07-02 10:17:15.548 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🔍 开始实体关系消歧义处理 - TaskId: 27fd22e6-0a42-4aa4-b5c3-1ed9b4c04665, 类型: triples, 模式: full, 文本长度: 82
2025-07-02 10:17:15.548 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: triples_disambiguated, 数据长度: 430
2025-07-02 10:17:15.548 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_triples_disambiguated.json
2025-07-02 10:17:15.549 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_triples_disambiguated_20250702_101715.json
2025-07-02 10:17:15.549 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.549 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 实体关系消歧义处理完成 - TaskId: 27fd22e6-0a42-4aa4-b5c3-1ed9b4c04665, 保存: 成功
2025-07-02 10:17:15.557 [reactor-http-nio-11] INFO  c.d.extract.controller.AsyncExtractController - 🔍 收到消歧义处理请求 - TaskId: 565555dc-114d-48c2-84f6-f86f344b66b2, 类型: triples, 模式: entity_only, 文本长度: 154
2025-07-02 10:17:15.557 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - 🔍 开始实体关系消歧义处理 - TaskId: 565555dc-114d-48c2-84f6-f86f344b66b2, 类型: triples, 模式: entity_only, 文本长度: 154
2025-07-02 10:17:15.557 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - 开始处理提取结果 - 类型: triples_disambiguated, 数据长度: 397
2025-07-02 10:17:15.557 [ForkJoinPool.commonPool-worker-11] ERROR com.datacenter.extract.service.TemplateManager - 模板文件不存在: templates/input_triples_disambiguated.json
2025-07-02 10:17:15.561 [ForkJoinPool.commonPool-worker-11] INFO  com.datacenter.extract.service.OutputFileService - 成功保存提取结果到文件: out/out_triples_disambiguated_20250702_101715.json
2025-07-02 10:17:15.562 [ForkJoinPool.commonPool-worker-11] INFO  c.d.extract.service.FileBasedProcessingService - ✅ 成功处理并保存提取结果到文件系统
2025-07-02 10:17:15.562 [ForkJoinPool.commonPool-worker-11] INFO  c.datacenter.extract.service.TextExtractionService - ✅ 实体关系消歧义处理完成 - TaskId: 565555dc-114d-48c2-84f6-f86f344b66b2, 保存: 成功
